1-35	000070
1-35	002660
1-35	000100
1-35	000080
1-35	032290
1-35	032250
1-35	031380
1-35	031420
1-36	287830
1-36	004440
1-36	000100
1-36	028970
1-36	266610
1-36	031600
1-36	005590
1-36	000070
1-36	527370
1-36	01013780
1-37	000090
1-37	247060
1-37	032260
1-37	004810
1-37	004930
1-37	037540
1-37	01011970
1-37	01002740
1-37	527370
1-37	003130
1-38	002690
1-38	342170
1-38	341960
1-38	002710
1-38	152800
1-38	242710
1-38	109690
1-38	001230
1-38	003130
1-38	527370
1-39	001230
1-39	247060
1-39	341960
1-39	103810
1-39	030110
1-39	289210
1-39	004930
1-39	004810
1-39	527370
1-39	003130
1-40	341960
1-40	247060
1-40	084160
1-40	000200
1-40	342260
1-40	040700
1-40	184660
1-40	030110
1-40	003130
1-40	527370
1-41	033510
1-41	222540
1-41	342170
1-41	341960
1-41	001230
1-41	034440
1-41	030110
1-41	437570
1-41	527370
1-41	003130
1-42	084160
1-42	242710
1-42	084170
1-42	002690
1-42	152770
1-42	193850
1-42	000200
1-42	103810
1-42	117670
1-42	01000880
1-43	001220
1-43	222540
1-43	000370
1-43	341970
1-43	196930
1-43	351180
1-43	349690
1-43	289280
1-43	527370
1-43	482780
1-44	002660
1-44	000070
1-44	000080
1-44	000100
1-44	341960
1-44	003030
1-44	032250
1-44	032260
1-44	002760
1-44	031420
1-45	152650
1-45	002670
1-45	000070
1-45	000080
1-45	01001070
1-45	032250
1-45	032290
1-45	002780
1-45	001600
1-45	527370
1-46	01000820
1-46	152770
1-46	152700
1-46	055550
1-46	000200
1-46	002690
1-46	038290
1-46	000100
1-46	193310
1-46	103740
1-47	002670
1-47	01001070
1-47	000070
1-47	116260
1-47	098690
1-47	01008490
1-47	112790
1-47	195900
1-47	527370
1-47	000670
1-48	151270
1-48	084160
1-48	151260
1-48	032240
1-48	085690
1-48	084170
1-48	004320
1-48	019400
1-48	004380
1-48	108520
1-49	032240
1-49	222540
1-49	002660
1-49	031270
1-49	116230
1-49	004270
1-49	341960
1-49	108520
1-49	01000880
1-49	527370
1-50	002690
1-50	004290
1-50	152800
1-50	341960
1-50	001230
1-50	000200
1-50	000100
1-50	342630
1-50	01001360
1-50	527370
1-51	004290
1-51	000070
1-51	152800
1-51	341960
1-51	001230
1-51	341970
1-51	085680
1-51	066920
1-51	527370
1-51	003130
1-52	001310
1-52	242710
1-52	084160
1-52	341960
1-52	065130
1-52	151270
1-52	001230
1-52	108400
1-52	017060
1-52	003130
1-53	222540
1-53	342170
1-53	001230
1-53	036290
1-53	341960
1-53	000160
1-53	004440
1-53	108400
1-53	527370
